room_id_name,room_id_difficulty,room_id_tools,room_id_description,room_id_practical_applicability,room_id_lessons_learnt,room_id_user_opinions
Lookback,medium,"['Historical analysis', 'retrospective']",- **TryHackMe Bounty Hacker** requires initial service discovery via **nmap** to locate anonymous access **FTP**; enumeration focuses on identifying vulnerable version strings or misconfigurations leading to credential harvesting,"Historical analysis, lessons learned","['Retrospective analysis', 'incident review', 'improvements']",Important for continuous improvement
Looking Glass,easy,['Alice in Wonderland themed CTF'],- **TryHackMe Brim** room focuses heavily on **Network Security Monitoring (NSM)** using provided PCAP data; analysis employs **Wireshark** for deep packet inspection,"Themed fun, basic exploitation","['Basic techniques', 'Alice theme', 'creative challenge']",Popular themed beginner room
Madness,easy,['Steganography challenge'],- **TryHackMe Burp Suite: The Basics** room demystifies fundamental **proxy usage** by configuring the browser to route traffic through Burp Listener,Stego techniques,"['Steganography', 'hidden data extraction']",Good stego practice
MAL: Malware Introductory,easy,['Malware basics'],- **TryHackMe Cactus** room focuses on exploiting insecure **Docker configurations** identified via initial **nmap** scans on exposed ports,Malware understanding,"['Malware types', 'behaviors', 'basic analysis']",Excellent malware introduction
MAL: Researching,medium,['Malware research techniques'],- **TryHackMe Calculated** room necessitates advanced **mathematical decryption** of obfuscated flag segments,"Threat intelligence, research","['Research techniques', 'threat intel sources', 'OSINT for malware']",Important research skills
MAL: Strings,easy,['String analysis in malware'],- **TryHackMe Carnage** room guides network forensics involving in-depth **packet analysis** of captured traffic; methodology requires deep inspection within **Wireshark** to identify command-and-control beaconing,Static analysis technique,"['String extraction', 'analysis', 'identifying IOCs']",Essential static analysis skill
Malware Analysis Module,medium,['Comprehensive malware analysis'],- **TryHackMe Cat Pictures** room utilizes **port knocking** sequence discovery via subtle environmental clues; technique mandates careful observation,Professional malware analysis,"['Static/dynamic analysis', 'tools', 'methodology', 'reporting']",Comprehensive professional training
Malware Sandbox Evasion,medium,"['Evasion techniques', 'sandbox detection']",- **TryHackMe CyberDefenders PacketMaze** room demands meticulous **packet analysis** using **Wireshark** to reconstruct command-and-control (C2) traffic obfuscated within standard protocols; enhancement methodology requires scripting in **Python** with Scapy to filter and parse custom TCP streams,"Evasion understanding, detection","['Sandbox detection', 'evasion techniques', 'analysis resistance']",Important for analysts and red teamers
Malware Sandboxes,medium,"['Sandbox tools', 'Cuckoo', 'ANY.RUN']",- **TryHackMe Disgruntled** room focuses on **insider threat detection** via post-compromise forensic analysis; enhancement methodology dictates rigorous timeline reconstruction using volatility plugins for process dumping and memory analysis,Safe malware analysis,"['Cuckoo', 'ANY.RUN', 'sandbox usage', 'automated analysis']",Essential malware analysis tool
Malbuster,medium,"['Malware detection', 'analysis']",- **TryHackMe DDoS** room focuses on distinguishing **volumetric attacks** (UDP/ICMP floods) from **application-layer attacks** (HTTP floods); **reconnaissance** involves identifying service versions via **nmap** to tailor countermeasures like rate-limiting or SYN cookies,Malware investigation,"['Detection techniques', 'analysis workflow']",Good malware analysis practice
Maldocs,medium,['Malicious document analysis'],- **TryHackMe Debug** room utilizes dynamic analysis with GDB/Pwntools to trace program execution flow,Document malware analysis,"['Maldoc analysis', 'macros', 'ole streams', 'document forensics']",Critical skill for modern threats
Manhattan,medium,['CTF challenge'],- **TryHackMe Defender Intro** room details Windows Defender's Security Intelligence integration,Various techniques,['Multiple exploitation stages'],Solid intermediate CTF
Markdown to PDF Converter,medium,"['SSRF', 'command injection']",- **TryHackMe Defensive Security** room details foundational Blue Team methodologies including log aggregation via SIEM platforms,"Web exploitation, SSRF","['SSRF via conversion', 'command injection', 'web logic flaws']",Modern web vulnerability scenario
Marketplace,medium,"['XSS', 'SQL injection', 'privilege escalation']",- **Extending Your Network** room tasks involve subnetting calculations (VLSM/FLSM) to allocate IP ranges for new network segments,Web application security,"['XSS', 'SQLi', 'admin panel abuse', 'multi-stage web exploitation']",Excellent comprehensive web security
Meltdown Explained,medium,"['CPU vulnerability', 'Meltdown']",- **Analyzed** raw disk images within the FAT32 environment using **FTK Imager** to map the **Boot Sector** and **FAT Tables**,Hardware vulnerabilities,"['Meltdown mechanics', 'speculative execution', 'hardware vulnerabilities']",Important hardware security understanding
Memory Forensics,medium,"['Volatility', 'memory analysis']",- **Executed** intensive **ffuf** fuzzing campaigns targeting `/admin` endpoints using large wordlists loaded via `-w` and employing payload modification flags like `-x` for extension brute-forcing,"Malware detection, forensics","['Volatility framework', 'memory artifacts', 'malware in memory']",Essential forensics skill
Metasploit: Introduction,easy,['Metasploit basics'],- **Fixit** scenario demands **system administration** proficiency; initial **reconnaissance** may involve **nmap** scans to identify running services,Exploitation basics,"['MSF basics', 'modules', 'payloads', 'basic exploitation']",Essential pentesting tool introduction
Metasploit: Exploitation,medium,['MSF exploitation advanced'],- **Flip** room walkthrough emphasizes **creative problem-solving** beyond standard web enumeration; successful flag acquisition requires **reversing techniques** applied to obfuscated source code or binary artifacts identified after initial **reconnaissance** (perhaps utilizing **theHarvester** for exposed credentials or subdomains),Professional exploitation,"['Advanced modules', 'custom exploits', 'exploitation techniques']",Comprehensive MSF exploitation
Metasploit: Meterpreter,medium,['Meterpreter advanced'],- **Follina (CVE-2022-30190)** room guide details crafting malicious MSDT payloads leveraging **Office exploitation** via crafted document templates referencing remote resources that trigger the **zero-day understanding** of the Windows Support Diagnostic Tool (MSDT) vulnerability,Post-exploitation mastery,"['Meterpreter commands', 'pivoting', 'post-exploitation']",Essential post-exploitation skills
Meteoroid,easy,['Space themed CTF'],- **For Business Reasons** room guide emphasizes **business logic vulnerabilities** exploitation within poorly secured corporate applications,Themed fun,"['Basic techniques', 'space theme']",Fun themed beginner room
Minotaur's Labyrinth,hard,"['Complex CTF', 'Greek mythology']",- **Forgotten Implant** room analysis focuses on identifying **persistence mechanisms** like suspicious service entries or scheduled tasks; advanced **C2 analysis** requires capturing and decoding network traffic,Advanced techniques,"['Complex exploitation chains', 'advanced enumeration']",Challenging mythological themed room
MITRE ATT&CK Framework,easy,"['MITRE ATT&CK', 'tactics/techniques']",- **Fowsniff** CTF requires methodical **OSINT reconnaissance** utilizing `theHarvester` and specialized social media scrapers to map target digital footprints,"Threat modeling, defense planning","['ATT&CK tactics', 'techniques', 'procedures', 'practical application']",Essential framework for modern security
